series,make,model,body_class,size,model_years,collision,property_damage,comprehensive,pip,med_pay,bodily_injury,locator,url
Mini Cooper,Mini,Cooper,Two-door cars,Mini,2022-24,70,65,67,65,51,63,web table: Model years '2022-24' > class 'Two-door cars' > size 'Mini'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=1 VehicleSizeId=1 (raw/api_2022-2024/class1_size1.json) row 'Mini Cooper',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mini Cooper convertible,Mini,Cooper convertible,Two-door cars,Mini,2022-24,65,57,89,52,,,web table: Model years '2022-24' > class 'Two-door cars' > size 'Mini'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=1 VehicleSizeId=1 (raw/api_2022-2024/class1_size1.json) row 'Mini Cooper convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mini Cooper electric 2dr,Mini,Cooper electric 2dr,Two-door cars,Mini,2022-24,61,64,53,54,,,web table: Model years '2022-24' > class 'Two-door cars' > size 'Mini'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=1 VehicleSizeId=1 (raw/api_2022-2024/class1_size1.json) row 'Mini Cooper electric 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mini Cooper,Mini,Cooper,Four-door cars,Mini,2022-24,75,77,91,67,,73,web table: Model years '2022-24' > class 'Four-door cars' > size 'Mini'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=1 (raw/api_2022-2024/class2_size1.json) row 'Mini Cooper',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Acura Integra 4dr,Acura,Integra 4dr,Four-door cars,Small,2022-24,120,94,100,147,141,101,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Acura Integra 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Civic,Honda,Civic,Four-door cars,Small,2022-24,121,125,88,159,147,139,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Honda Civic',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Civic hatchback,Honda,Civic hatchback,Four-door cars,Small,2022-24,113,114,87,134,132,123,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Honda Civic hatchback',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Civic Si,Honda,Civic Si,Four-door cars,Small,2022-24,118,87,106,132,123,118,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Honda Civic Si',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Elantra,Hyundai,Elantra,Four-door cars,Small,2022-24,134,120,109,173,193,151,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Hyundai Elantra',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Elantra hybrid,Hyundai,Elantra hybrid,Four-door cars,Small,2022-24,145,123,113,154,176,139,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Hyundai Elantra hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Forte,Kia,Forte,Four-door cars,Small,2022-24,128,141,108,178,229,188,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Kia Forte',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda 3,Mazda,3,Four-door cars,Small,2022-24,104,116,87,120,107,116,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Mazda 3',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda 3 4WD,Mazda,3 4WD,Four-door cars,Small,2022-24,110,97,92,107,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Mazda 3 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda 3 hatchback,Mazda,3 hatchback,Four-door cars,Small,2022-24,95,100,76,95,103,92,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Mazda 3 hatchback',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda 3 hatchback 4WD,Mazda,3 hatchback 4WD,Four-door cars,Small,2022-24,107,89,92,94,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Mazda 3 hatchback 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Kicks,Nissan,Kicks,Four-door cars,Small,2022-24,100,102,70,151,169,135,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Nissan Kicks',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Leaf electric,Nissan,Leaf electric,Four-door cars,Small,2022-24,96,104,57,93,91,97,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Nissan Leaf electric',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Sentra,Nissan,Sentra,Four-door cars,Small,2022-24,132,140,91,178,206,192,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Nissan Sentra',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Versa,Nissan,Versa,Four-door cars,Small,2022-24,115,128,73,177,197,183,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Nissan Versa',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla,Toyota,Corolla,Four-door cars,Small,2022-24,102,114,89,167,150,137,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Corolla',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla hatchback,Toyota,Corolla hatchback,Four-door cars,Small,2022-24,98,104,90,109,131,115,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Corolla hatchback',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla hybrid,Toyota,Corolla hybrid,Four-door cars,Small,2022-24,119,119,89,155,165,142,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Corolla hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla hybrid 4dr 4WD,Toyota,Corolla hybrid 4dr 4WD,Four-door cars,Small,2022-24,103,107,100,133,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Corolla hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Prius hybrid,Toyota,Prius hybrid,Four-door cars,Small,2022-24,118,85,104,107,119,89,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Prius hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Prius hybrid 4WD,Toyota,Prius hybrid 4WD,Four-door cars,Small,2022-24,105,77,115,119,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Prius hybrid 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Prius Prime plug-in hybrid,Toyota,Prius Prime plug-in hybrid,Four-door cars,Small,2022-24,109,66,92,87,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=2 (raw/api_2022-2024/class2_size2.json) row 'Toyota Prius Prime plug-in hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Malibu,Chevrolet,Malibu,Four-door cars,Midsize,2022-24,124,149,98,180,204,219,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Chevrolet Malibu',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Accord,Honda,Accord,Four-door cars,Midsize,2022-24,109,106,82,171,162,138,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Honda Accord',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Accord hybrid,Honda,Accord hybrid,Four-door cars,Midsize,2022-24,124,99,117,163,156,124,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Honda Accord hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai IONIQ 6 electric 4dr,Hyundai,IONIQ 6 electric 4dr,Four-door cars,Midsize,2022-24,134,91,78,,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Hyundai IONIQ 6 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai IONIQ 6 electric 4dr 4WD,Hyundai,IONIQ 6 electric 4dr 4WD,Four-door cars,Midsize,2022-24,135,83,89,,,,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Hyundai IONIQ 6 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Sonata,Hyundai,Sonata,Four-door cars,Midsize,2022-24,136,112,116,150,163,133,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Hyundai Sonata',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Sonata hybrid,Hyundai,Sonata hybrid,Four-door cars,Midsize,2022-24,137,100,120,129,150,111,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Hyundai Sonata hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia K5 2WD/4WD,Kia,K5 2WD/4WD,Four-door cars,Midsize,2022-24,144,125,116,162,193,155,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Kia K5 2WD/4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Altima,Nissan,Altima,Four-door cars,Midsize,2022-24,135,134,106,181,206,174,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Nissan Altima',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Altima 4WD,Nissan,Altima 4WD,Four-door cars,Midsize,2022-24,135,131,109,149,168,154,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Nissan Altima 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Legacy 4WD with EyeSight,Subaru,Legacy 4WD with EyeSight,Four-door cars,Midsize,2022-24,79,82,96,94,100,76,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Subaru Legacy 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Camry,Toyota,Camry,Four-door cars,Midsize,2022-24,119,104,107,174,162,129,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Toyota Camry',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Camry 4WD,Toyota,Camry 4WD,Four-door cars,Midsize,2022-24,124,114,109,160,129,117,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Toyota Camry 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Camry hybrid,Toyota,Camry hybrid,Four-door cars,Midsize,2022-24,135,118,112,155,149,139,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Toyota Camry hybrid',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Jetta,Volkswagen,Jetta,Four-door cars,Midsize,2022-24,103,118,83,120,138,132,web table: Model years '2022-24' > class 'Four-door cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=2 VehicleSizeId=3 (raw/api_2022-2024/class2_size3.json) row 'Volkswagen Jetta',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Audi A4 4dr 4WD,Audi,A4 4dr 4WD,Luxury cars,Midsize,2022-24,133,79,97,78,93,86,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Audi A4 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 2 series 2dr,BMW,2 series 2dr,Luxury cars,Midsize,2022-24,132,76,109,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 2 series 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 2 series 2dr 4WD,BMW,2 series 2dr 4WD,Luxury cars,Midsize,2022-24,128,,,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 2 series 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 2 series 4dr,BMW,2 series 4dr,Luxury cars,Midsize,2022-24,126,86,74,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 2 series 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 2 series 4dr 4WD,BMW,2 series 4dr 4WD,Luxury cars,Midsize,2022-24,121,98,68,106,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 2 series 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 3 series 4dr,BMW,3 series 4dr,Luxury cars,Midsize,2022-24,144,112,111,104,146,131,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 3 series 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 3 series 4dr 4WD,BMW,3 series 4dr 4WD,Luxury cars,Midsize,2022-24,136,102,113,98,79,73,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 3 series 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 3 series plug-in hybrid 4dr,BMW,3 series plug-in hybrid 4dr,Luxury cars,Midsize,2022-24,124,96,113,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 3 series plug-in hybrid 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 3 series plug-in hybrid 4dr 4WD,BMW,3 series plug-in hybrid 4dr 4WD,Luxury cars,Midsize,2022-24,119,76,98,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 3 series plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series 2dr,BMW,4 series 2dr,Luxury cars,Midsize,2022-24,163,92,138,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series 2dr 4WD,BMW,4 series 2dr 4WD,Luxury cars,Midsize,2022-24,146,73,121,123,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series 4dr,BMW,4 series 4dr,Luxury cars,Midsize,2022-24,137,76,116,107,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series 4dr 4WD,BMW,4 series 4dr 4WD,Luxury cars,Midsize,2022-24,132,80,137,118,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series convertible,BMW,4 series convertible,Luxury cars,Midsize,2022-24,128,102,132,85,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 4 series convertible 4WD,BMW,4 series convertible 4WD,Luxury cars,Midsize,2022-24,95,55,109,63,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i4 electric 4dr,BMW,i4 electric 4dr,Luxury cars,Midsize,2022-24,163,122,103,84,108,106,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW i4 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i4 electric 4dr 4WD,BMW,i4 electric 4dr 4WD,Luxury cars,Midsize,2022-24,191,109,128,73,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW i4 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M2 2dr,BMW,M2 2dr,Luxury cars,Midsize,2022-24,248,75,154,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M2 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M235xi 4dr 4WD,BMW,M235xi 4dr 4WD,Luxury cars,Midsize,2022-24,153,,110,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M235xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M240i 2dr,BMW,M240i 2dr,Luxury cars,Midsize,2022-24,188,,186,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M240i 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M240xi 2dr 4WD,BMW,M240xi 2dr 4WD,Luxury cars,Midsize,2022-24,155,80,117,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M240xi 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M3 4dr,BMW,M3 4dr,Luxury cars,Midsize,2022-24,355,107,246,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M3 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M3 4dr 4WD,BMW,M3 4dr 4WD,Luxury cars,Midsize,2022-24,583,150,297,131,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M3 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M340i 4dr,BMW,M340i 4dr,Luxury cars,Midsize,2022-24,238,118,164,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M340i 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M340xi 4dr 4WD,BMW,M340xi 4dr 4WD,Luxury cars,Midsize,2022-24,221,101,164,104,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M340xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
